,page,text,face,h1,h2,l,r
9130,526, L.,"Font: 'Times-Roman' (serifed, proportional), size 7.9599, color #000000",102.45600891113281,113.12800598144531,390.2393798828125,400.88189697265625
9131,526,Feuilles de moins d'un cm. Tiges au plus 10 cm. Plante naine,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",111.87002563476562,125.21002197265625,34.08000183105469,278.4417419433594
9132,526,"Gl,","Font: 'Times-Italic' (italic, serifed, proportional), size 8.99406, color #000000",124.16100311279297,135.14999389648438,304.79998779296875,316.0351257324219
9133,526, dictamnoides,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000",124.16100311279297,135.14999389648438,316.0351257324219,365.53216552734375
9134,526, Burm.,"Font: 'Times-Roman' (serifed, proportional), size 8.98816, color #000000",123.24300384521484,135.24900817871094,365.53216552734375,390.705810546875
9135,526, fil.,"Font: 'Times-Roman' (serifed, proportional), size 8.99406, color #000000",123.24300384521484,135.24900817871094,390.705810546875,402.68896484375
9136,526,Glinus lotoides,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",135.39601135253906,150.63101196289062,37.68000030517578,114.48519897460938
9137,526, L. (PL,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",135.2969970703125,149.97100830078125,114.48519897460938,152.24578857421875
9138,526," CLIV,","Font: 'Times-Roman' (serifed, proportional), size 10.9717, color #000000",135.2969970703125,149.97100830078125,152.24578857421875,188.38009643554688
9139,526," n. 1). — ©. Plante verte, velue, pluricaule.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",135.2969970703125,149.97100830078125,188.38009643554688,400.6143798828125
9140,526,"Racine grêle, pivotante. Tiges couchées ou ascendantes, pouvant atteindre 60 cm.,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",146.81698608398438,161.49099731445312,16.559999465942383,400.62664794921875
